transcript	strand	start	end	wbgene	label	locus	cross	chrom	peak.bp	from	to
C54D1.2.1	+	7140036	7140154	WBGene00016912	clec-86	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.2.1	+	7140202	7140566	WBGene00016912	clec-86	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.4.1	-	7140504	7140701	WBGene00000116	alh-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.4.1	-	7141037	7141165	WBGene00000116	alh-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.4.1	-	7141212	7141322	WBGene00000116	alh-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.4.1	-	7141370	7141525	WBGene00000116	alh-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.4.1	-	7141566	7141674	WBGene00000116	alh-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.4.1	-	7141944	7142290	WBGene00000116	alh-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.4.1	-	7142334	7142511	WBGene00000116	alh-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.4.1	-	7142556	7142684	WBGene00000116	alh-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.4.1	-	7143345	7143641	WBGene00000116	alh-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.5.1	-	7143846	7145017	WBGene00016913	lam-2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.5.1	-	7145067	7145248	WBGene00016913	lam-2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.5.1	-	7145300	7146625	WBGene00016913	lam-2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.5.1	-	7146677	7148187	WBGene00016913	lam-2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.5.1	-	7148238	7148693	WBGene00016913	lam-2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.5.1	-	7148740	7148861	WBGene00016913	lam-2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.5.1	-	7148908	7149092	WBGene00016913	lam-2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.5.1	-	7149144	7149322	WBGene00016913	lam-2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.5.1	-	7149375	7149689	WBGene00016913	lam-2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.5.1	-	7149734	7149851	WBGene00016913	lam-2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.5.1	-	7149899	7150025	WBGene00016913	lam-2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.5.1	-	7150890	7151239	WBGene00016913	lam-2	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.7.1	-	7153889	7154114	WBGene00016914	C54D1.7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.7.1	-	7155641	7155717	WBGene00016914	C54D1.7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.7.1	-	7155874	7156035	WBGene00016914	C54D1.7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7159036	7159204	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7159764	7159879	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7159926	7160027	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7160074	7160205	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7160278	7160411	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7160751	7160922	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7160975	7161099	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7161148	7161229	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7161281	7161367	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7161410	7161518	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7161571	7161675	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7161726	7161913	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7161962	7162102	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7162153	7162241	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7162291	7162585	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7162877	7162993	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7163041	7163250	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7163309	7163464	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7163513	7163614	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7163677	7163742	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7163786	7164045	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7164091	7164231	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7164278	7164418	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7164470	7164629	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7164676	7164765	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7165025	7165231	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7165281	7165385	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7165427	7165637	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.1.1	+	7165750	7166021	WBGene00004004	pgp-10	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7166005	7166387	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7167038	7167194	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7167241	7167329	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7167374	7167605	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7167649	7167744	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7167791	7167916	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7167965	7168108	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7168152	7168265	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7168311	7168556	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7168604	7168816	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7168871	7168985	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7169034	7169158	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7169205	7169351	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7169985	7170089	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7170147	7170242	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7170308	7170434	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C54D1.6.1	-	7170549	7170625	WBGene00000238	bar-1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
F43E12.1.1	+	7177641	7177664	WBGene00044577	F43E12.1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
F43E12.1.1	+	7177712	7177942	WBGene00044577	F43E12.1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.4.1	-	7187355	7187417	WBGene00016940	C55B6.4	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.4.1	-	7187466	7187702	WBGene00016940	C55B6.4	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.7.1	-	7191373	7191672	WBGene00206379	C55B6.7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.7.1	-	7191722	7191982	WBGene00206379	C55B6.7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.2.1	+	7194564	7194625	WBGene00001025	dnj-7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.2.1	+	7194676	7194746	WBGene00001025	dnj-7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.2.1	+	7194793	7194960	WBGene00001025	dnj-7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.2.1	+	7195085	7195159	WBGene00001025	dnj-7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.2.1	+	7195209	7195534	WBGene00001025	dnj-7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.2.1	+	7196235	7196323	WBGene00001025	dnj-7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.2.1	+	7196376	7196630	WBGene00001025	dnj-7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.2.1	+	7196687	7196968	WBGene00001025	dnj-7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.2.1	+	7197211	7197289	WBGene00001025	dnj-7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.2.1	+	7197734	7198291	WBGene00001025	dnj-7	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.1a.1	+	7200364	7200497	WBGene00016939	C55B6.1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.1a.1	+	7200552	7200651	WBGene00016939	C55B6.1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C55B6.1a.1	+	7201278	7201353	WBGene00016939	C55B6.1	JU1793xJU2466 X:7.15 Mb	JU1793xJU2466	X	7151301	7101301	7201301
C53H9.3.1	-	1832167	1832421	WBGene00044746	C53H9.3	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
C53H9.2a.1	+	1832897	1833171	WBGene00016907	C53H9.2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
C53H9.2a.1	+	1833219	1833408	WBGene00016907	C53H9.2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
C53H9.2a.1	+	1833451	1833722	WBGene00016907	C53H9.2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
C53H9.2a.1	+	1833770	1834137	WBGene00016907	C53H9.2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
C53H9.2a.1	+	1834187	1834763	WBGene00016907	C53H9.2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
C53H9.1.1	+	1834883	1835044	WBGene00004441	rpl-27	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
C53H9.1.1	+	1835092	1835229	WBGene00004441	rpl-27	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
C53H9.1.1	+	1835278	1835438	WBGene00004441	rpl-27	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7a.1	+	1835661	1836053	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
C53H9.4.1	+	1835780	1835872	WBGene00303070	C53H9.4	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7b.1	+	1836651	1838286	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7a.1	+	1838159	1838286	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7a.1	+	1838780	1838997	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7b.1	+	1838780	1838997	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7a.1	+	1839064	1839192	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7b.1	+	1839064	1839192	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7a.1	+	1839251	1839380	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7b.1	+	1839251	1839380	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7a.1	+	1840095	1840248	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7b.1	+	1840095	1840248	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7c.1	+	1840101	1840248	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7a.1	+	1840319	1840426	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7b.1	+	1840319	1840426	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7c.1	+	1840319	1840426	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7c.1	+	1840806	1841936	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7b.1	+	1840806	1841937	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.7a.1	+	1840806	1841965	WBGene00001196	egl-30	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.6.1	+	1842445	1842598	WBGene00001309	emr-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.6.2	+	1842445	1842598	WBGene00001309	emr-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.6.1	+	1842673	1842923	WBGene00001309	emr-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.6.2	+	1842673	1842923	WBGene00001309	emr-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.6.2	+	1842976	1843121	WBGene00001309	emr-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.6.1	+	1842976	1843227	WBGene00001309	emr-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.6.2	+	1843141	1843156	WBGene00001309	emr-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.5.1	+	1843384	1843461	WBGene00003750	nlp-12	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.5.1	+	1843541	1843599	WBGene00003750	nlp-12	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.5.1	+	1843657	1843959	WBGene00003750	nlp-12	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.4a.1	+	1845200	1845317	WBGene00006461	tag-96	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.4a.1	+	1846343	1846718	WBGene00006461	tag-96	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.4a.1	+	1848133	1848385	WBGene00006461	tag-96	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.4b.1	+	1848194	1848385	WBGene00006461	tag-96	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.4a.1	+	1848909	1849101	WBGene00006461	tag-96	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.4b.1	+	1848909	1849101	WBGene00006461	tag-96	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.4b.1	+	1850053	1850402	WBGene00006461	tag-96	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.4a.1	+	1850053	1850523	WBGene00006461	tag-96	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.9.1	-	1851669	1851917	WBGene00044897	M01D7.9	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.9.1	-	1852163	1853045	WBGene00044897	M01D7.9	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.2a.1	-	1862607	1863218	WBGene00004743	scm-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.2c.1	-	1862971	1863218	WBGene00004743	scm-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.2b.1	-	1862971	1863218	WBGene00004743	scm-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.2c.1	-	1865398	1865689	WBGene00004743	scm-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.2a.1	-	1865398	1865844	WBGene00004743	scm-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.2b.1	-	1865398	1865844	WBGene00004743	scm-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.2b.1	-	1869151	1869265	WBGene00004743	scm-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.2a.1	-	1869151	1869298	WBGene00004743	scm-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.2a.1	-	1870929	1871060	WBGene00004743	scm-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
M01D7.2a.1	-	1872247	1872306	WBGene00004743	scm-1	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.3a.1	+	1874008	1875298	WBGene00022139	tub-2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.5.1	+	1874110	1874139	WBGene00303094	Y71G12A.5	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.3a.1	+	1876518	1876767	WBGene00022139	tub-2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.3a.1	+	1877636	1877723	WBGene00022139	tub-2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.3a.1	+	1879504	1880209	WBGene00022139	tub-2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.3b.1	+	1879664	1880209	WBGene00022139	tub-2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.3a.1	+	1881929	1882234	WBGene00022139	tub-2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.3b.1	+	1881929	1882234	WBGene00022139	tub-2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.3b.1	+	1883335	1883472	WBGene00022139	tub-2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.3a.1	+	1883335	1884196	WBGene00022139	tub-2	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.4.1	-	1885161	1885429	WBGene00022140	Y71G12A.4	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.4.1	-	1890781	1891023	WBGene00022140	Y71G12A.4	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.4.1	-	1892269	1892569	WBGene00022140	Y71G12A.4	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.4.1	-	1892641	1892872	WBGene00022140	Y71G12A.4	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.4.1	-	1893697	1893985	WBGene00022140	Y71G12A.4	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.4.1	-	1894669	1894744	WBGene00022140	Y71G12A.4	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.4.1	-	1894838	1894910	WBGene00022140	Y71G12A.4	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2a.1	+	1895161	1895304	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1895176	1895304	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.1	+	1895354	1895437	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2a.1	+	1895356	1895437	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1895356	1895437	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2a.1	+	1895498	1895696	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1895498	1895696	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.1	+	1895498	1895696	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2a.1	+	1896475	1896777	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1896475	1896777	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.1	+	1896475	1896777	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.2	+	1899021	1899426	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2a.1	+	1899028	1899426	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2b.1	+	1899028	1899426	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2c.1	+	1899028	1899426	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
Y71G12A.2a.1	+	1900018	1900072	WBGene00022138	trpp-10	N2xXZ1516 I:1.88 Mb	N2xXZ1516	I	1876106	1826106	1926106
